order_id,order_date,customer_id,segment,region,state,category,sub_category,sales,quantity,discount,profit,profit_margin,calculated_cost_basis
CA-2025-100037,11/12/2025,CS-1028,Consumer,West,Goa,Office Supplies,Art,2037.77,6,0.1,217.05,10.65134927,1820.72
CA-2025-100038,4/20/2025,CS-1223,Corporate,East,Bihar,Furniture,Furnishings,760.15,2,0.1,171.16,22.51660856,588.99
CA-2025-100039,11/30/2025,CS-1023,Consumer,North,Delhi,Technology,Phones,168.22,3,0.2,40.31,23.96266793,127.91
CA-2025-100040,2/21/2026,CS-1496,Home Office,South,Tamil Nadu,Office Supplies,Art,260.01,6,0,55.97,21.52609515,204.04
CA-2025-100041,7/8/2024,CS-1109,Corporate,East,Odisha,Technology,Accessories,909.58,3,0,50.29,5.528925438,859.29
CA-2025-100042,11/17/2025,CS-1107,Consumer,South,Tamil Nadu,Office Supplies,Binders,1255.39,5,0.2,215.37,17.15562495,1040.02
CA-2025-100043,7/16/2025,CS-1145,Consumer,North,Haryana,Technology,Copiers,945.45,3,0,151.13,15.9849807,794.32
CA-2025-100044,7/20/2025,CS-1369,Home Office,South,Telangana,Furniture,Furnishings,1634.67,7,0,335.03,20.49526816,1299.64
CA-2025-100045,8/31/2024,CS-1354,Consumer,West,Gujarat,Furniture,Tables,2948.44,7,0.1,607.71,20.61123849,2340.73
CA-2025-100046,5/19/2025,CS-1397,Consumer,East,Odisha,Office Supplies,Art,174.56,1,0.5,24.02,13.76031164,150.54
CA-2025-100047,5/10/2024,CS-1398,Corporate,East,Bihar,Technology,Accessories,250.38,6,0.1,26.92,10.75165748,223.46
CA-2025-100048,4/29/2025,CS-1139,Consumer,West,Goa,Office Supplies,Binders,1065.57,3,0.1,74.01,6.945578423,991.56
CA-2025-100049,10/8/2025,CS-1284,Corporate,North,Delhi,Furniture,Chairs,1014.94,7,0,174.84,17.22663409,840.1
CA-2025-100050,1/21/2024,CS-1298,Consumer,North,Delhi,Office Supplies,Paper,364.29,1,0,38.15,10.47242581,326.14
CA-2025-100051,6/15/2024,CS-1480,Corporate,South,Telangana,Technology,Accessories,105.33,3,0.1,25.59,24.29507263,79.74
CA-2025-100052,9/30/2024,CS-1099,Consumer,East,Bihar,Furniture,Furnishings,694.22,2,0.1,41.2,5.934718101,653.02
CA-2025-100053,1/22/2025,CS-1317,Consumer,North,UP,Furniture,Tables,2207.64,8,0,536.14,24.28566252,1671.5
CA-2025-100054,8/23/2025,CS-1123,Home Office,West,Gujarat,Technology,Accessories,2324.28,8,0.2,346.67,14.91515652,1977.61
CA-2025-100055,11/11/2024,CS-1320,Corporate,West,Rajasthan,Technology,Copiers,2269.66,9,,388.83,17.13164086,1880.83
CA-2025-100056,1/14/2024,CS-1287,Consumer,West,Goa,Technology,Phones,1811.46,9,0.5,301.98,16.67053095,1509.48
CA-2025-100057,8/29/2024,CS-1081,Consumer,North,Haryana,Technology,Accessories,758.47,2,0.2,152.1,20.05352881,606.37
CA-2025-100058,2/15/2026,CS-1495,Corporate,West,Gujarat,Furniture,Chairs,2616.73,7,0,178.41,6.818051538,2438.32
CA-2025-100059,12/11/2024,CS-1457,Corporate,East,Bihar,Office Supplies,Art,2622.49,7,0,596.8,22.75699812,2025.69
CA-2025-100060,7/18/2025,CS-1010,Home Office,North,Punjab,Office Supplies,Paper,232.36,4,0.5,48.38,20.82113961,183.98
CA-2025-100061,12/5/2024,CS-1008,Home Office,North,UP,Technology,Copiers,1102.14,6,0,242.51,22.00355672,859.63
CA-2025-100062,4/1/2024,CS-1405,Corporate,East,West Bengal,Technology,Copiers,71.27,1,0,10.48,14.70464431,60.79
CA-2025-100063,1/1/2025,CS-1205,Consumer,West,Goa,Technology,Phones,812.67,6,0.5,154.05,18.95603381,658.62
CA-2025-100064,3/30/2025,CS-1315,Consumer,North,Delhi,Office Supplies,Fasteners,228.81,1,0,32.37,14.14710896,196.44
CA-2025-100065,3/3/2025,CS-1434,Corporate,East,Jharkhand,Furniture,Tables,772.02,5,0,58.73,7.607315873,713.29
CA-2025-100066,5/23/2025,CS-1197,Consumer,East,West Bengal,Office Supplies,Fasteners,158.05,4,0.1,17.45,11.04080987,140.6
CA-2025-100067,2/14/2026,CS-1198,Consumer,South,Kerala,Office Supplies,Fasteners,2238.64,6,0.2,236.58,10.56802344,2002.06
CA-2025-100068,2/4/2024,CS-1030,Consumer,West,Gujarat,Furniture,Tables,1226.61,5,0.2,102.06,8.320493066,1124.55
CA-2025-100069,7/24/2024,CS-1479,Consumer,West,Maharashtra,Technology,Copiers,761.61,5,0.1,74.84,9.826551647,686.77
CA-2025-100070,3/21/2024,CS-1401,Consumer,East,West Bengal,Furniture,Chairs,270.58,3,0.5,40.51,14.97154261,230.07
CA-2025-100071,7/15/2025,CS-1459,Consumer,North,Punjab,Furniture,Chairs,407.51,2,0,54.79,13.44506883,352.72
CA-2025-100072,1/22/2025,CS-1020,Corporate,South,Tamil Nadu,Office Supplies,Paper,1426.95,7,0.5,165.29,11.58344721,1261.66
CA-2025-100073,1/2/2024,CS-1048,Consumer,South,Karnataka,Technology,Phones,904.92,8,0,209.35,23.13464174,695.57
CA-2025-100074,1/24/2025,CS-1457,Consumer,North,Delhi,Office Supplies,Art,1718.68,5,0.2,353.6,20.57392883,1365.08
CA-2025-100075,7/19/2025,CS-1130,Consumer,South,Karnataka,Technology,Phones,1463.22,9,0,73.9,5.050505051,1389.32
CA-2025-100076,4/15/2024,CS-1293,Corporate,North,Haryana,Office Supplies,Paper,393.14,1,0.1,64.5,16.40636923,328.64
CA-2025-100077,2/10/2026,CS-1385,Consumer,South,Kerala,Furniture,Tables,1077.56,3,0.2,-334,-30.99595382,1411.56
CA-2025-100078,4/21/2025,CS-1132,Corporate,North,Punjab,Furniture,Furnishings,2810.93,8,0,170.57,6.068098459,2640.36
CA-2025-100079,12/3/2025,CS-1356,Home Office,East,Odisha,Technology,Phones,2242.09,5,0,163.22,7.279814816,2078.87
CA-2025-100080,2/5/2025,CS-1054,Consumer,East,Jharkhand,Office Supplies,Fasteners,752.16,2,0,79.51,10.57088917,672.65
CA-2025-100081,12/30/2025,CS-1378,Consumer,South,Tamil Nadu,Technology,Phones,727.42,9,0,125.67,17.27612658,601.75
CA-2025-100082,7/9/2025,CS-1281,Consumer,South,Tamil Nadu,Office Supplies,Fasteners,430.67,1,0.1,101.05,23.46344069,329.62
CA-2025-100083,6/10/2024,CS-1387,Home Office,East,West Bengal,Office Supplies,Art,278.51,3,0.1,40.99,14.71760439,237.52
CA-2025-100084,7/20/2024,CS-1265,Corporate,West,Gujarat,Office Supplies,Art,1009.47,4,0,248.79,24.64560611,760.68
CA-2025-100085,9/26/2024,CS-1470,Home Office,North,Haryana,Furniture,Tables,1246.77,7,0.1,295.92,23.73493106,950.85
CA-2025-100086,9/27/2024,CS-1215,Consumer,West,Rajasthan,Office Supplies,Fasteners,722.37,4,0,128.2,17.74713789,594.17
CA-2025-100087,3/31/2025,CS-1460,Home Office,South,Karnataka,Office Supplies,Fasteners,787.95,2,0,111.57,14.15952789,676.38
CA-2025-100088,4/6/2025,CS-1458,Consumer,East,West Bengal,Technology,Copiers,305.14,2,0,56.85,18.63079242,248.29
CA-2025-100089,12/27/2025,CS-1290,Consumer,South,Tamil Nadu,Furniture,Chairs,273.46,1,0,56.95,20.82571491,216.51
CA-2025-100090,9/8/2024,CS-1043,Home Office,West,Maharashtra,Furniture,Tables,1224.59,7,0,292.21,23.86186397,932.38
CA-2025-100091,12/2/2025,CS-1074,Home Office,East,West Bengal,Furniture,Chairs,4030.23,9,0,808.88,20.07031857,3221.35
CA-2025-100092,10/22/2024,CS-1350,Consumer,East,Jharkhand,Furniture,Furnishings,137.61,2,0.2,17.66,12.83336967,119.95
CA-2025-100093,12/25/2025,CS-1278,Consumer,East,West Bengal,Office Supplies,Fasteners,671.94,7,0,99.89,14.86591065,572.05
CA-2025-100094,12/20/2025,CS-1326,Consumer,North,Haryana,Technology,Copiers,464.4,8,0.1,27.59,5.940999139,436.81
CA-2025-100095,1/18/2026,CS-1242,Consumer,South,Tamil Nadu,Office Supplies,Fasteners,1143.96,3,0,63.77,5.574495612,1080.19
CA-2025-100096,12/3/2024,CS-1130,Consumer,West,Maharashtra,Technology,Copiers,356.53,4,0,37.9,10.63024149,318.63
CA-2025-100097,2/22/2024,CS-1350,Home Office,North,UP,Office Supplies,Binders,2196.89,9,0.1,464.03,21.12213174,1732.86
CA-2025-100098,3/2/2026,CS-1194,Corporate,West,Gujarat,Furniture,Chairs,1388.6,4,0.1,158.09,11.38484805,1230.51
CA-2025-100099,8/4/2024,CS-1032,Corporate,North,Punjab,Furniture,Chairs,359.67,6,,26.39,7.337281397,333.28
CA-2025-100100,2/2/2026,CS-1106,Corporate,East,Odisha,Furniture,Tables,3354.71,8,0.1,406.68,12.1226574,2948.03
CA-2025-100101,7/6/2024,CS-1400,Corporate,North,UP,Office Supplies,Art,298.35,2,0,33.15,11.11111111,265.2
CA-2025-100102,1/14/2025,CS-1204,Corporate,South,Telangana,Office Supplies,Fasteners,398.23,1,0,98.71,24.78718329,299.52
CA-2025-100103,5/7/2025,CS-1001,Corporate,South,Kerala,Technology,Phones,1395.96,7,0.5,340.99,24.42691768,1054.97
CA-2025-100104,2/10/2024,CS-1245,Consumer,West,Goa,Technology,Copiers,180.69,1,0,35.67,19.74099286,145.02
CA-2025-100105,6/5/2024,CS-1072,Corporate,East,Odisha,Office Supplies,Art,1007.22,4,0.1,217.34,21.57820536,789.88
CA-2025-100106,1/15/2024,CS-1432,Corporate,East,Jharkhand,Technology,Phones,1436,5,0.1,144.71,10.07729805,1291.29
CA-2025-100107,3/5/2024,CS-1306,Home Office,West,Gujarat,Office Supplies,Art,427.24,2,0,67.31,15.75461099,359.93
CA-2025-100108,6/4/2025,CS-1397,Home Office,South,Karnataka,Furniture,Chairs,741.45,4,0,185.14,24.96999123,556.31
CA-2025-100109,12/9/2024,CS-1015,Consumer,South,Karnataka,Technology,Phones,2992.81,7,0,343.1,11.46414239,2649.71
CA-2025-100110,5/8/2024,CS-1053,Corporate,West,Goa,Furniture,Tables,348.63,4,0.2,86.19,24.72248516,262.44
CA-2025-100111,10/9/2025,CS-1428,Consumer,East,Bihar,Technology,Phones,199.76,1,0.5,17.51,8.765518622,182.25
CA-2025-100112,4/16/2025,CS-1008,Corporate,West,Gujarat,Office Supplies,Fasteners,439.3,4,0,76.45,17.40268609,362.85
CA-2025-100113,3/3/2024,CS-1330,Consumer,West,Goa,Office Supplies,Binders,2118.35,6,0,437.2,20.63870465,1681.15
CA-2025-100114,5/18/2024,CS-1046,Consumer,North,UP,Office Supplies,Fasteners,754.7,5,0,127.27,16.86365443,627.43
CA-2025-100115,5/13/2025,CS-1325,Consumer,West,Rajasthan,Technology,Copiers,1857.66,4,0,207.65,11.17804119,1650.01
CA-2025-100116,8/15/2025,CS-1114,Corporate,South,Tamil Nadu,Furniture,Tables,613.27,2,0,-211.09,-34.42040211,824.36
CA-2025-100117,1/26/2025,CS-1147,Consumer,West,Goa,Furniture,Furnishings,1628.54,6,0,147.14,9.035086642,1481.4
CA-2025-100118,11/5/2025,CS-1495,Home Office,East,Bihar,Office Supplies,Fasteners,927.87,6,0,126.24,13.6053542,801.63
CA-2025-100119,2/22/2025,CS-1166,Consumer,East,Odisha,Furniture,Tables,1555.47,6,0,164.8,10.59486843,1390.67
CA-2025-100120,10/15/2024,CS-1379,Home Office,South,Karnataka,Office Supplies,Art,169.1,4,0,25.21,14.90833826,143.89
CA-2025-100121,1/13/2025,CS-1139,Corporate,East,Bihar,Technology,Phones,641.92,8,0,81.83,12.74769442,560.09
CA-2025-100122,2/11/2026,CS-1117,Consumer,West,Goa,Technology,Accessories,77.28,1,0.5,6.63,8.579192547,70.65
CA-2025-100123,5/4/2025,CS-1299,Consumer,South,Karnataka,Technology,Phones,3801.1,8,0,754.05,19.83767857,3047.05
CA-2025-100124,8/18/2024,CS-1276,Corporate,East,Odisha,Technology,Phones,1722.66,8,0.1,146.99,8.53273426,1575.67
CA-2025-100125,2/10/2024,CS-1404,Corporate,West,Rajasthan,Technology,Copiers,927.93,5,0.1,147.66,15.91283825,780.27
CA-2025-100126,1/28/2024,CS-1277,Corporate,East,West Bengal,Technology,Copiers,3496.98,9,0,737.57,21.09162763,2759.41
CA-2025-100127,5/14/2024,CS-1338,Consumer,North,Delhi,Furniture,Furnishings,1574.59,9,0.5,230.92,14.66540496,1343.67
CA-2025-100128,7/19/2024,CS-1313,Consumer,East,Jharkhand,Office Supplies,Art,1207.21,4,0.1,274.49,22.73755188,932.72
CA-2025-100129,2/18/2026,CS-1178,Home Office,South,Karnataka,Technology,Accessories,613.58,2,0,83.3,13.5760618,530.28
CA-2025-100130,2/2/2024,CS-1330,Consumer,West,Goa,Office Supplies,Fasteners,73.68,1,0,17.99,24.41639522,55.69
CA-2025-100131,2/17/2024,CS-1354,Consumer,West,Gujarat,Technology,Phones,1611.06,8,0,88.58,5.498243393,1522.48
CA-2025-100132,5/17/2025,CS-1154,Consumer,South,Kerala,Furniture,Furnishings,1806.3,8,0.5,376.1,20.82156895,1430.2
CA-2025-100133,2/10/2025,CS-1414,Corporate,North,Haryana,Technology,Phones,3361.67,7,0,644,19.15714511,2717.67
CA-2025-100134,7/27/2025,CS-1201,Corporate,West,Maharashtra,Office Supplies,Binders,666.04,3,,114.7,17.22118792,551.34
CA-2025-100135,12/28/2025,CS-1366,Consumer,South,Tamil Nadu,Furniture,Furnishings,31.55,3,0,3.45,10.93502377,28.1
CA-2025-100136,4/8/2024,CS-1115,Consumer,East,Jharkhand,Furniture,Tables,2037.35,8,0,350.72,17.21451886,1686.63
CA-2025-100137,11/14/2025,CS-1159,Consumer,North,UP,Furniture,Tables,873.48,8,0.1,147.54,16.89105646,725.94
CA-2025-100138,12/26/2025,CS-1042,Consumer,South,Kerala,Technology,Phones,183.88,2,0.1,14.69,7.988905808,169.19
CA-2025-100139,6/30/2025,CS-1247,Consumer,East,Odisha,Office Supplies,Fasteners,149.06,1,0,33.68,22.59492822,115.38
CA-2025-100140,1/8/2026,CS-1068,Home Office,West,Gujarat,Technology,Phones,70.09,1,0,11,15.69410758,59.09
CA-2025-100141,9/4/2025,CS-1445,Consumer,West,Rajasthan,Office Supplies,Binders,29.23,1,0.1,1.98,6.77386247,27.25
CA-2025-100142,4/6/2025,CS-1445,Consumer,North,Punjab,Technology,Accessories,615.34,3,0.1,78.96,12.83193031,536.38
CA-2025-100143,10/4/2025,CS-1326,Home Office,East,Jharkhand,Office Supplies,Art,138.65,1,0,12.94,9.332852506,125.71
CA-2025-100144,2/7/2026,CS-1334,Consumer,South,Tamil Nadu,Furniture,Chairs,975.85,8,0.1,81.7,8.372188349,894.15
CA-2025-100145,1/5/2024,CS-1196,Corporate,West,Goa,Furniture,Tables,853.65,8,0.1,204.26,23.92783928,649.39
CA-2025-100146,8/5/2024,CS-1090,Consumer,South,Telangana,Technology,Accessories,1824.15,9,0.2,337.41,18.49683414,1486.74
CA-2025-100147,5/17/2025,CS-1111,Consumer,South,Telangana,Office Supplies,Paper,1477.12,4,0,162.95,11.03160204,1314.17
CA-2025-100148,2/5/2026,CS-1368,Home Office,South,Kerala,Furniture,Tables,2655.07,8,0,-805.83,-30.35061222,3460.9
CA-2025-100149,2/1/2025,CS-1359,Corporate,North,Punjab,Furniture,Furnishings,3075.71,7,0.1,647.77,21.06082823,2427.94
CA-2025-100150,3/5/2026,CS-1145,Consumer,South,Tamil Nadu,Furniture,Tables,1648.3,4,0.1,-321.55,-19.50797792,1969.85
CA-2025-100151,1/27/2025,CS-1275,Corporate,North,Delhi,Technology,Accessories,107.25,1,0.5,26.49,24.6993007,80.76
CA-2025-100152,7/25/2024,CS-1179,Home Office,North,Haryana,Office Supplies,Paper,1225.08,3,0,277.22,22.62872629,947.86
CA-2025-100153,1/15/2024,CS-1241,Consumer,East,Bihar,Office Supplies,Paper,722.81,8,0.1,151.38,20.9432631,571.43
CA-2025-100154,7/7/2025,CS-1326,Corporate,West,Goa,Technology,Copiers,821.02,8,0.1,158.5,19.30525444,662.52
CA-2025-100155,4/5/2025,CS-1319,Home Office,South,Karnataka,Office Supplies,Binders,706.9,2,0,40.82,5.774508417,666.08
CA-2025-100156,11/21/2025,CS-1477,Consumer,East,Odisha,Technology,Copiers,813.31,7,0,44.31,5.448107118,769
CA-2025-100157,7/28/2025,CS-1331,Corporate,East,Jharkhand,Office Supplies,Fasteners,115.54,1,0.5,9.59,8.30015579,105.95
CA-2025-100158,1/12/2026,CS-1464,Corporate,East,Odisha,Technology,Accessories,671.21,4,0,156.65,23.33844847,514.56
CA-2025-100159,8/28/2024,CS-1414,Corporate,East,Odisha,Furniture,Tables,867.95,7,0,81.12,9.346160493,786.83
CA-2025-100160,7/17/2025,CS-1153,Consumer,East,Odisha,Technology,Phones,308.45,4,0.1,58.68,19.02415302,249.77
CA-2025-100161,4/5/2024,CS-1104,Consumer,South,Karnataka,Office Supplies,Art,1239.22,4,0,304.82,24.59773083,934.4
CA-2025-100162,1/3/2026,CS-1075,Corporate,East,Bihar,Furniture,Tables,236.46,7,0.1,56.15,23.74608813,180.31
CA-2025-100163,4/29/2025,CS-1128,Consumer,West,Rajasthan,Office Supplies,Binders,354.25,1,0,46.07,13.00494001,308.18
CA-2025-100164,2/10/2025,CS-1199,Consumer,North,Punjab,Office Supplies,Paper,2242.08,5,0,417.52,18.62199386,1824.56
CA-2025-100165,8/18/2024,CS-1154,Consumer,North,Delhi,Furniture,Chairs,1069.81,6,0,215.95,20.18582739,853.86
CA-2025-100166,1/18/2026,CS-1056,Consumer,West,Gujarat,Office Supplies,Paper,1189.87,7,0.2,190.27,15.99082253,999.6
CA-2025-100167,10/16/2025,CS-1278,Home Office,South,Tamil Nadu,Technology,Copiers,1676.56,7,0.2,259.21,15.46082455,1417.35
CA-2025-100168,6/19/2024,CS-1345,Consumer,North,UP,Office Supplies,Art,2119.68,7,0.1,200.73,9.469825634,1918.95
CA-2025-100169,6/24/2025,CS-1019,Home Office,West,Maharashtra,Office Supplies,Binders,553.91,2,0,102.57,18.51744868,451.34
CA-2025-100170,2/5/2024,CS-1159,Consumer,West,Maharashtra,Furniture,Furnishings,2089.63,6,0,227.27,10.87608811,1862.36
CA-2025-100171,6/8/2025,CS-1026,Corporate,East,Bihar,Furniture,Chairs,3655.75,9,0,408.42,11.17198933,3247.33
CA-2025-100172,6/8/2024,CS-1426,Consumer,North,Haryana,Office Supplies,Paper,3465.85,7,0,357.47,10.31406437,3108.38
CA-2025-100173,11/29/2025,CS-1169,Corporate,East,Odisha,Technology,Copiers,708.55,7,0.5,44.76,6.317126526,663.79
CA-2025-100174,8/30/2024,CS-1484,Corporate,South,Kerala,Technology,Accessories,592.99,2,0,129.7,21.87220695,463.29
CA-2025-100175,3/26/2024,CS-1023,Consumer,North,UP,Office Supplies,Binders,1088.26,7,0.2,242.26,22.26122434,846
CA-2025-100176,3/6/2026,CS-1047,Home Office,North,UP,Office Supplies,Binders,1139.27,9,0,221.87,19.47475138,917.4
CA-2025-100177,7/31/2025,CS-1013,Consumer,West,Gujarat,Office Supplies,Binders,748.22,3,0.5,176.24,23.55456951,571.98
CA-2025-100178,11/12/2025,CS-1217,Corporate,North,Haryana,Office Supplies,Paper,33.61,2,0,5.92,17.61380542,27.69
CA-2025-100179,7/10/2025,CS-1322,Home Office,South,Karnataka,Office Supplies,Art,225.19,6,0.1,40.07,17.79386296,185.12
CA-2025-100180,7/27/2025,CS-1194,Home Office,South,Tamil Nadu,Technology,Phones,532.24,2,0.1,121.1,22.75289343,411.14
CA-2025-100181,10/7/2025,CS-1144,Home Office,North,UP,Furniture,Tables,322.04,1,0.1,29.53,9.169668364,292.51
CA-2025-100182,3/6/2026,CS-1073,Consumer,West,Goa,Technology,Accessories,1468.52,4,0,201.32,13.70904039,1267.2
CA-2025-100183,1/28/2024,CS-1156,Consumer,South,Tamil Nadu,Furniture,Chairs,2872.45,9,0.1,548.14,19.08266462,2324.31
CA-2025-100184,9/11/2025,CS-1077,Consumer,East,Jharkhand,Office Supplies,Fasteners,951.39,3,0.2,98.69,10.37324336,852.7
CA-2025-100185,7/9/2025,CS-1419,Corporate,South,Karnataka,Technology,Accessories,899.72,3,0.2,86.12,9.571866803,813.6
CA-2025-100186,12/5/2024,CS-1169,Corporate,North,Punjab,Office Supplies,Fasteners,832.59,6,0.5,191.21,22.96568539,641.38
CA-2025-100187,3/8/2026,CS-1461,Consumer,East,West Bengal,Furniture,Chairs,1442.13,6,0,359.38,24.92008349,1082.75
CA-2025-100188,11/26/2024,CS-1287,Corporate,North,Haryana,Furniture,Chairs,2903.46,8,0,369.56,12.72826214,2533.9
CA-2025-100189,10/1/2025,CS-1085,Consumer,North,UP,Office Supplies,Paper,1770.44,6,0.2,172.3,9.732044012,1598.14
CA-2025-100190,5/20/2025,CS-1416,Consumer,North,UP,Furniture,Chairs,1383.6,8,0,181.1,13.08904308,1202.5
CA-2025-100191,12/13/2024,CS-1182,Corporate,West,Rajasthan,Office Supplies,Binders,82.42,8,0.1,9.13,11.0774084,73.29
CA-2025-100192,4/17/2025,CS-1482,Consumer,West,Rajasthan,Office Supplies,Binders,1148.08,7,0,246.09,21.43491743,901.99
CA-2025-100193,8/18/2024,CS-1456,Home Office,South,Telangana,Technology,Accessories,1360.11,5,0,313.09,23.01946166,1047.02
CA-2025-100194,7/8/2024,CS-1315,Consumer,North,UP,Furniture,Furnishings,964.06,4,0.1,123.58,12.81870423,840.48
CA-2025-100195,8/12/2024,CS-1297,Corporate,East,Bihar,Office Supplies,Paper,196.13,1,0,33.33,16.99383062,162.8
CA-2025-100196,1/19/2025,CS-1112,Consumer,East,Odisha,Office Supplies,Art,2520.95,6,0.1,165.76,6.575298994,2355.19
CA-2025-100197,1/11/2025,CS-1450,Consumer,East,Bihar,Office Supplies,Paper,1947.31,8,0,277.37,14.24375164,1669.94
CA-2025-100198,10/9/2024,CS-1230,Corporate,West,Gujarat,Furniture,Chairs,281.28,4,0.1,14.45,5.137229807,266.83
CA-2025-100199,9/24/2025,CS-1096,Home Office,West,Gujarat,Office Supplies,Binders,733.9,7,0,135.2,18.42212836,598.7
CA-2025-100200,9/19/2025,CS-1438,Consumer,North,Delhi,Office Supplies,Fasteners,152.14,3,0.1,12.96,8.51846983,139.18
CA-2025-100201,1/14/2026,CS-1168,Consumer,East,Odisha,Furniture,Chairs,353.64,5,0.5,79.78,22.5596652,273.86
CA-2025-100202,9/15/2024,CS-1378,Corporate,East,Odisha,Technology,Copiers,1115.21,7,0,196.28,17.60027259,918.93
